,Latitude,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5
0,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,8.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,9.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,10.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,11.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,12.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,13.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,14.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,15.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,16.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,17.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,18.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,19.5,,,,,,,,-0.5,,,,,,,,,,,,,,,,,,,,,,,
13,20.5,,,,,,,,,,,,,,,,,,,1.1428571428571428,,,,,,,,,,,,
14,21.5,,,-1.5833333333333333,-1.1304347826086956,,,-0.7777777777777778,-1.0,,,,,,,,,,,,,,,,,,,,,,,
15,22.5,,,-1.5714285714285714,,-0.7142857142857143,,,,,,,,,,,,,,,,,,,,,,,,,,
16,23.5,,-2.0588235294117645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,24.5,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.25,,,,
18,25.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,26.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,27.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,28.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,29.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,30.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,31.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,32.5,,,,,,,,,-0.7777777777777778,-0.7058823529411765,,,,,,,,,,,,,,,,,,,,,
26,33.5,,,,,,,-0.8888888888888888,-1.0,,-1.0,-0.9259259259259259,,,,,,,,,,,,,,,,,,,,
27,34.5,,,,,,,,-0.9259259259259259,,,,,,,,,,,,,,,,,,,,,,,
28,35.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,36.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,37.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
