,Latitude,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5
0,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,8.5,,,,,,,34.75833333333334,,,34.095,36.202666666666666,36.760999999999996,,,,,,,,,,,,,,,,,,,
2,9.5,,,,,,,,,,34.779,35.13166666666667,36.76366666666666,38.48299999999998,,,,,,,,,,,,,,,,,,
3,10.5,,,,,,,,,34.018,33.056666666666665,36.02333333333334,39.381666666666675,38.93866666666667,,,,,,,,,,,,,,,,,,
4,11.5,,,,,,34.28133333333333,,,33.440333333333335,34.17466666666667,35.99966666666666,40.36466666666667,39.27966666666668,,,,,,,,,,,,,,,,,,
5,12.5,,,,,,,,34.339333333333336,34.41833333333333,33.47,37.47,39.417,41.22233333333333,41.230000000000004,,,,,,,,,,,,,,,,,
6,13.5,,,,,,,,34.71866666666666,34.911333333333324,36.257333333333335,37.19733333333333,39.57833333333334,41.55600000000001,41.963,,,,,,,,,,,,,,,,,
7,14.5,,,,,,,,35.63166666666667,36.58900000000001,37.49333333333333,40.12433333333333,41.25833333333333,42.51266666666666,42.79766666666667,,,,,,,,,,,,,,,,,
8,15.5,,,,,,,35.53,36.00266666666667,38.354000000000006,41.010333333333314,42.129999999999995,43.18866666666666,43.349333333333334,43.07733333333333,,,,,,,,,,,,,,,,,
9,16.5,,,,,,,36.064,37.48733333333333,39.86,42.285666666666664,42.64833333333334,42.92866666666666,43.30866666666667,43.19933333333334,42.775666666666666,41.67166666666667,,,,,,,,,,,,,,,
10,17.5,,,,,,,37.06866666666667,38.90666666666666,41.249,42.844333333333324,42.70366666666665,43.17133333333334,43.88166666666666,43.12133333333335,41.775999999999996,39.942000000000014,39.39733333333333,,,,,,,,,,,,,,
11,18.5,,,,,,36.68900000000001,37.595333333333336,39.672000000000004,42.57966666666666,43.266666666666666,43.24566666666667,43.276333333333326,43.96500000000001,42.99533333333333,40.99266666666666,40.60033333333333,39.830000000000005,39.57333333333334,,,,,,,,,,,,,
12,19.5,,,,,,38.50666666666667,38.68666666666665,41.37733333333333,43.08866666666667,43.602000000000004,44.485,44.809,44.95100000000001,43.448666666666675,43.49066666666667,40.938,40.76133333333334,40.55233333333334,38.86633333333332,,,,,,,,,,,,
13,20.5,,,,39.17966666666668,39.473000000000006,38.97566666666667,39.458999999999996,41.86600000000001,43.20366666666667,44.22166666666667,44.403333333333336,45.20866666666667,44.669666666666664,44.928666666666665,43.83666666666667,43.823,43.33966666666666,41.41133333333334,39.47233333333334,39.257333333333335,,,,,,,,,,,
14,21.5,,,38.352999999999994,38.95466666666665,40.467666666666666,41.75333333333334,42.22733333333334,42.712333333333326,43.59733333333334,44.260000000000005,44.10433333333334,43.71133333333333,43.71866666666665,44.367333333333335,44.12033333333333,44.359,43.818666666666665,43.342333333333336,42.22433333333334,40.29466666666667,38.34233333333332,37.67733333333334,,,,,,,,,
15,22.5,,,38.59066666666666,39.05700000000001,41.90566666666667,42.58033333333332,43.254,43.154,43.65833333333333,44.211999999999996,43.775000000000006,43.55100000000001,43.62199999999999,44.032999999999994,44.01666666666666,43.607,43.53099999999999,42.82066666666666,42.148333333333326,42.01466666666666,39.498000000000005,38.30433333333333,,,,33.66233333333333,,,,,
16,23.5,,38.63,39.333999999999996,39.634,41.727999999999994,42.42233333333333,42.47533333333333,43.070333333333345,43.77300000000001,44.606333333333325,44.267,44.274,44.043000000000006,44.45666666666666,43.70866666666667,43.603000000000016,43.701666666666675,42.83299999999999,42.087333333333326,42.074666666666666,41.64300000000001,40.34466666666667,,,33.84433333333333,33.60766666666666,34.35066666666666,,,,
17,24.5,,39.727,40.44733333333333,40.62166666666667,42.45399999999999,42.97766666666667,42.638333333333335,43.602333333333334,44.372333333333344,44.52066666666666,45.05266666666666,45.223666666666674,45.359333333333325,45.22933333333333,45.040333333333336,44.40533333333334,43.734666666666655,42.87333333333333,42.551333333333325,41.919999999999995,41.07133333333333,40.427000000000014,,,33.91933333333334,34.02466666666667,34.40800000000001,34.34166666666666,,,
18,25.5,,,,43.062666666666665,43.559999999999995,43.364000000000004,43.03633333333334,43.86600000000001,44.777,45.02733333333334,45.53833333333334,45.69666666666665,45.47,45.23233333333334,44.653333333333336,43.800000000000004,43.100333333333325,42.214666666666666,41.763,40.70333333333334,39.32233333333333,38.40999999999999,,34.325333333333326,34.278999999999996,34.476,34.35133333333333,35.907000000000004,,,
19,26.5,,,,43.878,43.97666666666667,43.92,44.623999999999995,44.87666666666667,44.82066666666667,45.603666666666676,45.745333333333335,45.797,44.99833333333333,43.859333333333325,43.81700000000001,43.42266666666667,42.47766666666667,41.43033333333333,40.78533333333334,39.461999999999996,34.64466666666667,33.44333333333333,33.40533333333334,33.23766666666666,34.49666666666666,34.74666666666667,36.32266666666668,35.937000000000005,36.02266666666667,,
20,27.5,,,43.922000000000004,44.33399999999999,44.545333333333346,45.28966666666667,45.29966666666666,45.25900000000001,44.91100000000001,45.01333333333333,45.19633333333335,45.39300000000001,43.96933333333333,43.48333333333332,43.29066666666667,42.85166666666667,42.17833333333333,41.38733333333333,,,,33.308,32.89033333333333,33.02466666666666,34.50233333333335,35.62233333333334,36.147000000000006,36.339666666666666,36.34366666666667,,
21,28.5,,,,45.45399999999999,45.550666666666665,45.53066666666666,45.55866666666666,45.42166666666666,45.18999999999999,45.15566666666666,44.62733333333334,43.80000000000002,41.55733333333333,41.66333333333333,41.557,,,,,,,33.464000000000006,,,35.190666666666665,36.24366666666667,36.18766666666666,36.309666666666665,36.333,,
22,29.5,,,,,,45.59833333333332,45.208333333333336,45.201,44.74733333333334,44.175999999999995,41.48100000000001,38.08,37.91,39.68366666666666,,,,,,,,,,,,,,,,,
23,30.5,,,,,,,44.65133333333334,44.82333333333333,44.34366666666667,41.66133333333334,38.937999999999995,36.41833333333333,36.190666666666665,37.73066666666667,,,,,,,,,,,,,,,,,
24,31.5,,,,,,,,44.537,43.280666666666676,39.386,36.95366666666666,36.01833333333333,34.26566666666667,,,,,,,,,,,,,,,,,,
25,32.5,,,,,,,,38.47366666666666,38.90899999999999,37.05066666666666,34.80466666666666,33.91733333333333,32.200666666666656,,,,,,,,,,,,,,,,,,
26,33.5,,,,,,,36.893,35.972,34.586999999999996,35.196,34.566333333333326,32.198,32.766666666666666,,,,,,,,,,,,,,,,,,
27,34.5,,,,,,,,34.425999999999995,34.38633333333334,33.245333333333335,32.702333333333335,32.62533333333333,,,,,,,,,,,,,,,,,,,
28,35.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,36.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,37.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
